time(s),acceleration(m/s2)
0.460039,-1.505631
0.460078,-1.614753
0.460117,3.358921
0.460156,3.647092
0.460195,-3.970893
0.460234,-4.093304
0.460273,0.105407
0.460312,-0.082361
0.460352,-2.576437
0.460391,0.087868
0.46043,-4.044048
0.460469,0.203701
0.460508,0.068853
0.460547,-2.619502
0.460586,2.378313
0.460625,0.349383
0.460664,1.643585
0.460703,2.662047
0.460742,0.28497
0.460781,-2.730626
0.46082,3.206002
0.460859,4.48905
0.460898,1.669764
0.460937,0.002131
0.460977,0.362442
0.461016,1.883384
0.461055,0.346596
0.461094,-0.491734
0.461133,1.225342
0.461172,0.444727
0.461211,-2.455284
0.46125,1.500298
0.461289,2.695099
0.461328,-1.802442
0.461367,-2.758316
0.461406,-3.398963
0.461445,5.087853
0.461484,3.49421
0.461523,-0.243544
0.461562,-5.086258
0.461602,-2.17632
0.461641,1.108983
0.46168,0.168864
0.461719,-1.127895
0.461758,-2.926585
0.461797,-1.415396
0.461836,-1.569657
0.461875,-2.670179
0.461914,3.591301
0.461953,-1.785072
0.461992,-1.950052
0.462031,0.931917
0.46207,1.878045
0.462109,3.308419
0.462148,0.479182
0.462187,-3.88009
0.462227,-1.805749
0.462266,1.455383
0.462305,2.435676
0.462344,1.807441
0.462383,-6.095699
0.462422,-3.236988
0.462461,0.265363
0.4625,1.865065
0.462539,1.752829
0.462578,-0.714272
0.462617,1.181951
0.462656,-1.362936
0.462695,2.47356
0.462734,4.905098
0.462773,-2.771653
0.462812,-0.784114
0.462852,0.885533
0.462891,-4.513125
0.46293,-0.456329
0.462969,-1.808627
0.463008,-2.437303
0.463047,-0.828067
0.463086,-3.9357
0.463125,-1.836462
0.463164,-2.11753
0.463203,-4.749489
0.463242,17.822558
0.463281,-8.831654
0.46332,-7.975343
0.463359,6.68461
0.463398,5.366031
0.463437,6.449334
0.463477,-5.459634
0.463516,3.845573
0.463555,4.553027
0.463594,2.640934
0.463633,-4.429807
0.463672,0.693171
0.463711,13.316673
0.46375,-8.707979
0.463789,-2.082445
0.463828,-2.94716
0.463867,5.229339
0.463906,-14.324295
0.463945,21.951064
0.463984,-7.136439
0.464023,-10.109526
0.464062,8.861653
0.464102,-4.705596
0.464141,12.33173
0.46418,-3.375427
0.464219,4.098823
0.464258,-10.432758
0.464297,5.418382
0.464336,4.301228
0.464375,-5.185634
0.464414,-0.359801
0.464453,-7.699632
0.464492,1.814376
0.464531,5.211093
0.46457,-1.504809
0.464609,0.545324
0.464648,-11.034506
0.464687,2.32581
0.464727,8.968115
0.464766,-0.882505
0.464805,-2.570416
0.464844,1.269925
0.464883,-7.159558
0.464922,9.059982
0.464961,14.937124
0.465,-20.312917
0.465039,7.520594
0.465078,-2.455913
0.465117,2.693092
0.465156,0.556817
0.465195,2.336826
0.465234,-11.469097
0.465273,3.835216
0.465312,4.910781
0.465352,-8.751165
0.465391,2.353845
0.46543,-3.636101
0.465469,7.875845
0.465508,1.369791
0.465547,-10.213588
0.465586,5.951721
0.465625,1.623997
0.465664,0.230672
0.465703,0.853084
0.465742,3.783578
0.465781,-7.895283
0.46582,1.93724
0.465859,0.309589
0.465898,-3.478533
0.465937,3.171268
0.465977,-5.159437
0.466016,0.691599
0.466055,3.813717
0.466094,-5.062098
0.466133,-0.936198
0.466172,-1.628048
0.466211,2.006998
0.46625,-0.158859
0.466289,-0.018431
0.466328,-0.806532
0.466367,-0.118594
0.466406,1.179121
0.466445,-0.204016
0.466484,2.996814
0.466523,-2.651636
0.466562,2.452284
0.466602,7.207
0.466641,-9.768151
0.46668,0.058007
0.466719,0.840352
0.466758,-8.434874
0.466797,14.52708
0.466836,12.823298
0.466875,-36.216947
0.466914,16.874181
0.466953,0.73106
0.466992,10.925739
0.467031,-10.648336
0.46707,13.029717
0.467109,-16.732266
0.467148,9.985065
0.467187,2.26367
0.467227,-7.862865
0.467266,6.34737
0.467305,-6.445502
0.467344,-0.203037
0.467383,3.906413
0.467422,-4.995092
0.467461,1.22903
0.4675,8.39578
0.467539,-2.359063
0.467578,-12.756129
0.467617,9.294466
0.467656,-7.800587
0.467695,6.617888
0.467734,-2.112294
0.467773,1.318788
0.467812,-6.512769
0.467852,3.006959
0.467891,0.181307
0.46793,5.134316
0.467969,-6.526384
0.468008,-1.946691
0.468047,0.668171
0.468086,-1.089353
0.468125,1.725973
0.468164,0.914263
0.468203,-7.952707
0.468242,4.01253
0.468281,9.30784
0.46832,-11.30275
0.468359,-1.161692
0.468398,-4.917426
0.468437,0.512054
0.468477,4.574817
0.468516,-3.935307
0.468555,1.052236
0.468594,2.669404
0.468633,0.924468
0.468672,3.150893
0.468711,-0.613087
0.46875,1.430081
0.468789,-0.477744
0.468828,-2.180141
0.468867,0.404812
0.468906,2.891579
0.468945,-1.614584
0.468984,3.354422
0.469023,-0.220824
0.469062,0.455168
0.469102,-0.272891
0.469141,2.23176
0.46918,0.970387
0.469219,-1.889763
0.469258,-4.10883
0.469297,-3.164117
0.469336,1.903849
0.469375,-3.637468
0.469414,2.151616
0.469453,-2.727845
0.469492,-5.934799
0.469531,-2.644587
0.46957,4.588849
0.469609,0.526274
0.469648,-8.377933
0.469687,0.743877
0.469727,-3.580497
0.469766,1.032908
0.469805,-1.373111
0.469844,-0.883285
0.469883,2.426402
0.469922,-2.510422
0.469961,4.486964
0.47,2.499757
0.470039,3.867979
0.470078,-0.813672
0.470117,5.423642
0.470156,3.748252
0.470195,-0.40847
0.470234,-2.345158
0.470273,-6.178926
0.470312,-0.726079
0.470352,-0.1247
0.470391,0.864832
0.47043,0.15375
0.470469,-9.220344
0.470508,-1.731348
0.470547,5.086245
0.470586,4.992274
0.470625,-1.347845
0.470664,-3.482977
0.470703,-1.660303
0.470742,0.018787
0.470781,1.323691
0.47082,-0.143001
0.470859,1.704111
0.470898,-3.294103
0.470937,-0.731031
0.470977,1.413164
0.471016,0.020057
0.471055,-0.580839
0.471094,-1.837847
0.471133,-3.133464
0.471172,-0.731454
0.471211,1.840162
0.47125,-0.937837
0.471289,-2.734519
0.471328,-3.597783
0.471367,-2.446245
0.471406,0.549659
0.471445,-0.631872
0.471484,-5.685152
0.471523,0.072844
0.471562,0.158629
0.471602,-1.74945
0.471641,0.180225
0.47168,3.134201
0.471719,0.63432
0.471758,-0.515386
0.471797,1.488393
0.471836,0.533498
0.471875,-0.575567
0.471914,-0.753781
0.471953,3.116716
0.471992,1.295311
0.472031,-0.154162
0.47207,-0.344257
0.472109,1.677757
0.472148,2.048618
0.472187,-1.368582
0.472227,1.348044
0.472266,-3.098494
0.472305,-1.796771
0.472344,3.276322
0.472383,-0.505277
0.472422,0.971657
0.472461,-1.084317
0.4725,-1.647582
0.472539,-1.459216
0.472578,5.191226
0.472617,-9.63508
0.472656,4.468699
0.472695,-4.59151
0.472734,-0.412902
0.472773,0.742287
0.472812,-1.114256
0.472852,-3.38478
0.472891,4.116417
0.47293,-2.239723
0.472969,0.543039
0.473008,-8.049012
0.473047,6.851822
0.473086,-3.046179
0.473125,-9.698508
0.473164,10.996833
0.473203,-3.818675
0.473242,1.798203
0.473281,-1.792968
0.47332,11.799915
0.473359,-13.352816
0.473398,4.66825
0.473437,-1.357095
0.473477,2.840999
0.473516,0.465905
0.473555,-6.769169
0.473594,6.026079
0.473633,1.115984
0.473672,-0.02198
0.473711,7.468854
0.47375,-0.305672
0.473789,-3.002758
0.473828,-2.022404
0.473867,2.572676
0.473906,1.276805
0.473945,0.893278
0.473984,0.898997
0.474023,2.686798
0.474062,3.027237
0.474102,-3.572795
0.474141,0.615438
0.47418,2.90725
0.474219,-1.451042
0.474258,-0.781133
0.474297,-2.546577
0.474336,-2.28806
0.474375,-1.457064
0.474414,2.554569
0.474453,1.264901
0.474492,-2.091375
0.474531,1.979749
0.47457,0.517537
0.474609,-1.358177
0.474648,-0.025445
0.474687,-2.539189
0.474727,-2.597308
0.474766,4.814615
0.474805,0.3848
0.474844,-1.025103
0.474883,-4.325956
0.474922,-1.050925
0.474961,2.289783
0.475,0.754409
0.475039,-6.719677
0.475078,1.269254
0.475117,1.521035
0.475156,-4.627574
0.475195,-1.163004
0.475234,0.102529
0.475273,4.457061
0.475312,1.146232
0.475352,-2.371161
0.475391,3.308468
0.47543,-0.856997
0.475469,-0.771617
0.475508,-3.367833
0.475547,0.892709
0.475586,12.199555
0.475625,-12.730536
0.475664,0.199741
0.475703,3.924901
0.475742,3.738947
0.475781,-3.748489
0.47582,2.550657
0.475859,0.967128
0.475898,-10.514002
0.475937,3.341666
0.475977,0.930085
0.476016,0.451202
0.476055,0.018388
0.476094,-5.62878
0.476133,4.122481
0.476172,1.88296
0.476211,-0.405713
0.47625,-0.077433
0.476289,-3.667794
0.476328,-3.930585
0.476367,-0.238169
0.476406,-5.839673
0.476445,23.1217
0.476484,-17.481147
0.476523,-2.67264
0.476562,7.150634
0.476602,-3.003235
0.476641,8.395587
0.47668,-7.461944
0.476719,4.065891
0.476758,-4.980074
0.476797,0.908888
0.476836,-5.991389
0.476875,3.877507
0.476914,19.148048
0.476953,-28.256867
0.476992,9.680085
0.477031,3.950445
0.47707,-2.091871
0.477109,8.583082
0.477148,-10.165717
0.477187,6.689774
0.477227,-7.85815
0.477266,3.609336
0.477305,-1.696911
0.477344,2.474696
0.477383,-0.876187
0.477422,-9.551798
0.477461,0.076229
0.4775,9.053561
0.477539,1.542897
0.477578,-5.114921
0.477617,0.734851
0.477656,4.734386
0.477695,3.46759
0.477734,0.79184
0.477773,5.005871
0.477812,-6.071189
0.477852,-5.765315
0.477891,8.75276
0.47793,-2.933145
0.477969,-0.32763
0.478008,2.710184
0.478047,-3.269497
0.478086,2.990804
0.478125,-4.590168
0.478164,2.651224
0.478203,-2.098733
0.478242,2.308863
0.478281,-8.486185
0.47832,3.196292
0.478359,0.325344
0.478398,-6.70053
0.478437,5.005695
0.478477,-1.104709
0.478516,2.45356
0.478555,3.721076
0.478594,-5.234104
0.478633,-1.793464
0.478672,0.715619
0.478711,3.731239
0.47875,1.226146
0.478789,1.475957
0.478828,-0.731309
0.478867,-5.135169
0.478906,2.67467
0.478945,3.98741
0.478984,3.85807
0.479023,-7.04546
0.479062,-7.644869
0.479102,4.366445
0.479141,3.040483
0.47918,3.223251
0.479219,-4.011552
0.479258,-2.700239
0.479297,-3.896015
0.479336,-1.167937
0.479375,4.960974
0.479414,5.007467
0.479453,-5.63398
0.479492,-0.249245
0.479531,1.155385
0.47957,2.060063
0.479609,5.00737
0.479648,-1.666149
0.479687,-0.046303
0.479727,1.626022
0.479766,-4.360974
0.479805,-0.115021
0.479844,4.349268
0.479883,-1.734401
0.479922,-3.02445
0.479961,1.296351
0.48,1.143366
0.480039,2.120431
0.480078,-1.391001
0.480117,-3.452034
0.480156,-5.042286
0.480195,1.344096
0.480234,2.590554
0.480273,-0.302987
0.480312,-0.818406
0.480352,-2.431723
0.480391,3.579221
0.48043,3.744183
0.480469,1.408666
0.480508,-1.970095
0.480547,-2.705596
0.480586,1.593344
0.480625,-0.447206
0.480664,-0.140849
0.480703,-0.101629
0.480742,-1.547208
0.480781,2.419153
0.48082,-6.264893
0.480859,2.484587
0.480898,0.810848
0.480937,-0.119392
0.480977,-2.931567
0.481016,-2.118013
0.481055,-1.712872
0.481094,7.55369
0.481133,-6.533645
0.481172,4.671684
0.481211,2.930648
0.48125,-0.863581
0.481289,-1.701536
0.481328,-1.909497
0.481367,2.787457
0.481406,-0.549986
0.481445,-1.18148
0.481484,-5.501986
0.481523,5.708978
0.481562,-2.569388
0.481602,-0.918871
0.481641,1.07723
0.48168,-0.347648
0.481719,-0.933816
0.481758,1.40097
0.481797,-2.858902
0.481836,2.132118
0.481875,-1.195682
0.481914,0.569816
0.481953,-0.10068
0.481992,0.457018
0.482031,0.369999
0.48207,-3.642794
0.482109,2.949511
0.482148,-1.738114
0.482187,-1.516804
0.482227,0.04282
0.482266,-0.469558
0.482305,-0.265666
0.482344,-3.572698
0.482383,0.409122
0.482422,1.810168
0.482461,4.590167
0.4825,-0.072856
0.482539,-3.136741
0.482578,-1.598453
0.482617,-0.699562
0.482656,0.344449
0.482695,3.968637
0.482734,0.270405
0.482773,-6.218376
0.482812,-4.044768
0.482852,1.130059
0.482891,4.391027
0.48293,0.345852
0.482969,-4.804598
0.483008,-3.751221
0.483047,4.287377
0.483086,-2.355647
0.483125,6.013238
0.483164,-3.736082
0.483203,-11.517059
0.483242,6.633444
0.483281,5.014075
0.48332,4.230448
0.483359,-3.810108
0.483398,-5.120774
0.483437,-0.936174
0.483477,2.118019
0.483516,3.5317
0.483555,-1.628018
0.483594,-0.667192
0.483633,-6.681104
0.483672,3.007062
0.483711,-2.056503
0.48375,10.501287
0.483789,0.913054
0.483828,-14.627249
0.483867,10.928889
0.483906,-5.412785
0.483945,10.297528
0.483984,-3.663344
0.484023,1.698754
0.484062,-1.472433
0.484102,3.963014
0.484141,3.361792
0.48418,2.184475
0.484219,9.785314
0.484258,-12.785294
0.484297,2.051121
0.484336,7.502922
0.484375,-5.567608
0.484414,6.748038
0.484453,-1.999623
0.484492,-2.347002
0.484531,1.44768
0.48457,1.212779
0.484609,-1.993571
0.484648,5.315971
0.484687,5.698972
0.484727,-22.930711
0.484766,16.124816
0.484805,-2.821858
0.484844,-2.804676
0.484883,6.214699
0.484922,2.989698
0.484961,-4.862554
0.485,1.173136
0.485039,-0.254481
0.485078,5.817708
0.485117,0.239208
0.485156,-2.006654
0.485195,-0.854766
0.485234,-0.063147
0.485273,-1.850386
0.485312,4.508499
0.485352,1.840681
0.485391,-1.938583
0.48543,-2.227257
0.485469,1.4845
0.485508,-0.913847
0.485547,1.525727
0.485586,1.279423
0.485625,0.506745
0.485664,-2.924457
0.485703,-3.821614
0.485742,13.446829
0.485781,0.134977
0.48582,-8.36358
0.485859,2.810624
0.485898,2.324208
0.485937,-1.047165
0.485977,-3.910966
0.486016,2.713098
0.486055,-0.067923
0.486094,-5.977338
0.486133,3.471072
0.486172,0.809748
0.486211,-1.543817
0.48625,-3.318172
0.486289,0.162625
0.486328,-0.318362
0.486367,-1.557281
0.486406,5.016481
0.486445,-1.904152
0.486484,2.831495
0.486523,3.091728
0.486562,-0.100196
0.486602,2.856573
0.486641,-2.079036
0.48668,1.168299
0.486719,-2.237656
0.486758,-4.589376
0.486797,1.684903
0.486836,-4.385551
0.486875,-3.376152
0.486914,-1.655654
0.486953,5.272936
0.486992,0.25621
0.487031,-10.678505
0.48707,2.420942
0.487109,0.491697
0.487148,-0.472998
0.487187,0.200454
0.487227,-1.258505
0.487266,-1.381853
0.487305,1.285517
0.487344,3.183789
0.487383,1.531791
0.487422,2.711562
0.487461,-2.931906
0.4875,-1.957894
0.487539,0.008479
0.487578,-0.084743
0.487617,1.934901
0.487656,-2.512454
0.487695,-2.308187
0.487734,2.173127
0.487773,3.223746
0.487812,-0.622664
0.487852,2.335236
0.487891,3.079195
0.48793,-2.614986
0.487969,1.426042
0.488008,2.281476
0.488047,0.160503
0.488086,1.728131
0.488125,-1.971419
0.488164,0.864795
0.488203,4.175382
0.488242,-0.162257
0.488281,0.297588
0.48832,-2.718595
0.488359,-0.953882
0.488398,0.708642
0.488437,4.688117
0.488477,-4.373713
0.488516,-5.598448
0.488555,3.61647
0.488594,0.36058
0.488633,6.446118
0.488672,-0.629012
0.488711,-5.457941
0.48875,2.614743
0.488789,3.050241
0.488828,0.213846
0.488867,1.848547
0.488906,-4.142995
0.488945,1.737786
0.488984,4.89745
0.489023,-1.217381
0.489062,-2.921072
0.489102,6.101194
0.489141,-3.172236
0.48918,-0.27121
0.489219,-1.164376
0.489258,3.503502
0.489297,-5.718725
0.489336,11.580498
0.489375,-7.385052
0.489414,-0.356488
0.489453,8.989203
0.489492,-6.553306
0.489531,1.662315
0.48957,3.338141
0.489609,-0.882039
0.489648,-0.060166
0.489687,2.417152
0.489727,-2.829241
0.489766,1.262887
0.489805,6.266621
0.489844,-1.814782
0.489883,0.101924
0.489922,1.124461
0.489961,0.826646
0.49,0.551642
0.490039,-0.621274
0.490078,3.054891
0.490117,-2.813751
0.490156,1.525878
0.490195,2.003213
0.490234,-2.123183
0.490273,-0.104718
0.490312,-0.527369
0.490352,-0.328459
0.490391,-2.199065
0.49043,-0.395109
0.490469,-2.936422
0.490508,0.340459
0.490547,-1.542487
0.490586,0.505681
0.490625,-0.305811
0.490664,-2.362316
0.490703,-1.596525
0.490742,-0.147584
0.490781,1.925451
0.49082,-1.663005
0.490859,-0.719096
0.490898,2.193725
0.490937,0.693944
0.490977,1.620702
0.491016,-1.531695
0.491055,1.356556
0.491094,-2.32676
0.491133,-0.631062
0.491172,-0.003601
0.491211,2.615082
0.49125,2.84829
0.491289,-2.570543
0.491328,-1.114927
0.491367,1.47268
0.491406,1.887446
0.491445,-2.013462
0.491484,-0.119621
0.491523,-2.369867
0.491562,0.554115
0.491602,-5.28579
0.491641,1.968691
0.49168,3.982331
0.491719,0.692233
0.491758,-0.454479
0.491797,-1.449325
0.491836,-0.363694
0.491875,-1.11379
0.491914,0.718013
0.491953,-3.632365
0.491992,0.626273
0.492031,-3.453056
0.49207,0.66354
0.492109,-0.110571
0.492148,4.677373
0.492187,-3.700496
0.492227,-2.548161
0.492266,-0.497726
0.492305,0.65126
0.492344,5.533937
0.492383,-7.978922
0.492422,1.015284
0.492461,2.010136
0.4925,1.594523
0.492539,-1.171529
0.492578,3.774159
0.492617,0.261862
0.492656,-3.113881
0.492695,-0.452073
0.492734,1.954447
0.492773,0.181446
0.492812,-0.910165
0.492852,-1.086433
0.492891,2.89754
0.49293,0.390501
0.492969,-1.361914
0.493008,3.300511
0.493047,-2.46405
0.493086,-2.012428
0.493125,3.001929
0.493164,-2.909802
0.493203,3.97432
0.493242,-0.099271
0.493281,-2.092953
0.49332,0.575439
0.493359,5.043561
0.493398,1.262742
0.493437,2.202008
0.493477,1.491078
0.493516,0.416704
0.493555,1.453865
0.493594,-1.670442
0.493633,3.161897
0.493672,-1.312144
0.493711,-6.167959
0.49375,6.673667
0.493789,1.59783
0.493828,-1.407173
0.493867,-1.556108
0.493906,-3.392174
0.493945,-1.300584
0.493984,4.94286
0.494023,-0.128805
0.494062,0.924112
0.494102,-2.712198
0.494141,-5.468848
0.49418,-0.742772
0.494219,3.724183
0.494258,1.909641
0.494297,-0.850413
0.494336,-4.22849
0.494375,0.109947
0.494414,-0.375314
0.494453,1.956352
0.494492,1.444984
0.494531,-1.046747
0.49457,1.282736
0.494609,1.304374
0.494648,-2.556994
0.494687,0.910738
0.494727,-1.623798
0.494766,-0.855002
0.494805,3.856407
0.494844,-2.381469
0.494883,0.44281
0.494922,4.992026
0.494961,-9.829885
0.495,5.225113
0.495039,2.151205
0.495078,0.162704
0.495117,-1.117382
0.495156,-1.781414
0.495195,-2.586407
0.495234,0.43564
0.495273,-1.685968
0.495312,1.57358
0.495352,5.829908
0.495391,-14.741196
0.49543,8.504691
0.495469,-1.676131
0.495508,0.423082
0.495547,3.113082
0.495586,-1.966709
0.495625,-3.344381
0.495664,7.942483
0.495703,-3.235984
0.495742,-3.63771
0.495781,0.847262
0.49582,0.547458
0.495859,4.497193
0.495898,1.43557
0.495937,-11.516466
0.495977,9.552203
0.496016,-0.087082
0.496055,-0.292649
0.496094,3.320336
0.496133,-6.140916
0.496172,-4.900885
0.496211,12.248938
0.49625,-8.877639
0.496289,2.153696
0.496328,0.81898
0.496367,-6.859428
0.496406,4.732929
0.496445,4.05022
0.496484,-3.88905
0.496523,-2.155861
0.496562,2.738358
0.496602,-0.206048
0.496641,4.028818
0.49668,-3.142043
0.496719,2.050371
0.496758,3.9588
0.496797,-6.066588
0.496836,6.27303
0.496875,1.834648
0.496914,-0.395671
0.496953,1.327754
0.496992,-3.346219
0.497031,2.031345
0.49707,-0.143714
0.497109,-1.849981
0.497148,3.541585
0.497187,-4.268931
0.497227,1.999707
0.497266,5.651361
0.497305,-10.112749
0.497344,1.162991
0.497383,-1.714565
0.497422,-0.255829
0.497461,2.73094
0.4975,2.313664
0.497539,-4.870933
0.497578,1.973371
0.497617,0.547495
0.497656,2.470343
0.497695,2.985321
0.497734,-5.893772
0.497773,1.227241
0.497812,-2.650693
0.497852,0.465144
0.497891,-1.93417
0.49793,-0.244657
0.497969,2.731193
0.498008,-1.377289
0.498047,-0.7299
0.498086,-1.32585
0.498125,0.651901
0.498164,1.839636
0.498203,-5.282786
0.498242,-5.862865
0.498281,13.935761
0.49832,-8.077664
0.498359,-1.996334
0.498398,2.015692
0.498437,-3.63439
0.498477,5.464664
0.498516,-5.234298
0.498555,-2.653565
0.498594,0.329637
0.498633,5.127278
0.498672,-13.402393
0.498711,4.348948
0.49875,4.186084
0.498789,-5.053344
0.498828,5.68526
0.498867,3.607667
0.498906,-4.962244
0.498945,2.229094
0.498984,-7.260132
0.499023,7.272277
0.499062,18.86955
0.499102,-26.207998
0.499141,7.234817
0.49918,-5.189818
0.499219,8.698776
0.499258,1.314356
0.499297,-5.357997
0.499336,-2.18742
0.499375,-9.578866
0.499414,5.971001
0.499453,6.816743
0.499492,0.561503
0.499531,-9.681573
0.49957,8.961192
0.499609,-0.501746
0.499648,0.591231
0.499687,2.433971
0.499727,2.316874
0.499766,2.39379
0.499805,-2.52408
0.499844,-1.585273
0.499883,7.699553
0.499922,0.35691
0.499961,-2.653849
0.5,10.530041
0.500039,-7.503376
0.500078,-3.252544
0.500117,4.074972
0.500156,-1.612057
0.500195,5.46317
0.500234,-9.804644
0.500273,-7.072594
0.500312,7.445371
0.500352,-1.635454
0.500391,0.682844
0.50043,4.799682
0.500469,-1.995983
0.500508,-2.582634
0.500547,4.299753
0.500586,1.87076
0.500625,1.997071
0.500664,-5.514047
0.500703,2.664701
0.500742,4.461257
0.500781,-14.358708
0.50082,9.196982
0.500859,-0.952607
0.500898,8.199518
0.500937,4.092844
0.500977,-15.168671
0.501016,2.841513
0.501055,8.310896
0.501094,-6.63174
0.501133,-0.275327
0.501172,-1.746868
0.501211,3.90137
0.50125,-12.022326
0.501289,3.469978
0.501328,2.130824
0.501367,6.030856
0.501406,-0.171985
0.501445,-4.524237
0.501484,-1.519276
0.501523,13.845199
0.501562,-3.034196
0.501602,-5.928112
0.501641,1.874581
0.50168,3.289393
0.501719,5.155313
0.501758,-2.379057
0.501797,-5.695442
0.501836,-0.344287
0.501875,3.286908
0.501914,2.211845
0.501953,-1.675944
0.501992,-2.895256
0.502031,-1.1881
0.50207,-2.93404
0.502109,0.733938
0.502148,-2.014943
0.502187,-2.153062
0.502227,-2.130698
0.502266,-0.245908
0.502305,-1.67043
0.502344,1.023149
0.502383,-0.56894
0.502422,-1.23524
0.502461,1.614589
0.5025,0.58773
0.502539,-0.799253
0.502578,-5.153597
0.502617,0.569889
0.502656,-1.57898
0.502695,2.600687
0.502734,3.655182
0.502773,-1.278662
0.502812,-1.902411
0.502852,-3.643084
0.502891,-2.39711
0.50293,3.204527
0.502969,1.246449
0.503008,-6.845039
0.503047,-8.647949
0.503086,6.741224
0.503125,-9.146953
0.503164,-6.321483
0.503203,11.35157
0.503242,-0.978604
0.503281,3.982863
0.50332,-3.724746
0.503359,-1.188959
0.503398,3.048035
0.503437,6.691684
0.503477,-3.051723
0.503516,1.427124
0.503555,0.167456
0.503594,3.415317
0.503633,3.186764
0.503672,1.02879
0.503711,-0.52353
0.50375,-0.896712
0.503789,-2.49327
0.503828,1.297258
0.503867,-4.273804
0.503906,2.482913
0.503945,3.251872
0.503984,-3.077207
0.504023,0.737251
0.504062,0.660257
0.504102,0.98977
0.504141,4.405114
0.50418,3.74555
0.504219,-2.695789
0.504258,-1.818699
0.504297,3.166522
0.504336,1.550412
0.504375,1.782925
0.504414,2.858931
0.504453,-0.862904
0.504492,-2.631636
0.504531,1.31325
0.50457,14.457854
0.504609,-31.821448
0.504648,13.173942
0.504687,1.096692
0.504727,3.76463
0.504766,10.741291
0.504805,-13.516255
0.504844,-4.376167
0.504883,11.616017
0.504922,5.967476
0.504961,0.922038
0.505,-3.261165
0.505039,-5.209304
0.505078,5.371152
0.505117,1.002793
0.505156,1.365069
0.505195,-1.212617
0.505234,-4.80669
0.505273,2.585131
0.505312,-0.198617
0.505352,2.165183
0.505391,-1.520522
0.50543,0.912419
0.505469,0.651641
0.505508,-11.82176
0.505547,10.395176
0.505586,-4.940993
0.505625,11.583793
0.505664,-0.203665
0.505703,-6.733456
0.505742,2.483275
0.505781,6.822233
0.50582,-0.663667
0.505859,-1.889164
0.505898,-4.081013
0.505937,-0.278254
0.505977,2.543142
0.506016,3.457916
0.506055,-4.85097
0.506094,-8.905033
0.506133,1.709758
0.506172,3.979362
0.506211,7.712461
0.50625,-7.048731
0.506289,-5.394417
0.506328,-5.262453
0.506367,-0.0601
0.506406,5.735272
0.506445,1.696009
0.506484,-5.638641
0.506523,0.649876
0.506562,-4.403942
0.506602,-0.012343
0.506641,3.41542
0.50668,-0.82872
0.506719,-3.843996
0.506758,0.519484
0.506797,-3.789159
0.506836,1.836117
0.506875,0.528347
0.506914,0.136634
0.506953,1.571222
0.506992,-2.905794
0.507031,-1.815465
0.50707,3.24264
0.507109,0.996989
0.507148,-3.046016
0.507187,1.569118
0.507227,-1.106813
0.507266,1.256835
0.507305,-0.045336
0.507344,3.092006
0.507383,0.126731
0.507422,-5.024487
0.507461,0.306227
0.5075,4.246936
0.507539,0.34133
0.507578,-2.02091
0.507617,-1.046542
0.507656,-0.439286
0.507695,1.034232
0.507734,1.777254
0.507773,5.491018
0.507812,-0.214729
0.507852,-2.071375
0.507891,-0.2617
0.50793,2.47966
0.507969,-2.070493
0.508008,-3.046161
0.508047,0.791295
0.508086,2.027421
0.508125,-0.361288
0.508164,0.724658
0.508203,1.876872
0.508242,-0.098751
0.508281,-0.302268
0.50832,-0.340937
0.508359,0.414763
0.508398,-3.277538
0.508437,-0.007911
0.508477,-0.348144
0.508516,1.825168
0.508555,-1.370795
0.508594,-0.938399
0.508633,6.450634
0.508672,0.949033
0.508711,-0.957341
0.50875,-2.060735
0.508789,0.185962
0.508828,-2.291162
0.508867,4.200914
0.508906,-1.283541
0.508945,0.875128
0.508984,0.216875
0.509023,5.236328
0.509062,-1.628895
0.509102,-4.082101
0.509141,4.157644
0.50918,-0.512405
0.509219,3.533006
0.509258,-3.800211
0.509297,-2.538499
0.509336,0.557023
0.509375,2.174977
0.509414,5.404138
0.509453,3.874188
0.509492,-2.787197
0.509531,-3.530534
0.50957,1.986303
0.509609,1.977839
0.509648,4.464255
0.509687,-1.858282
0.509727,-2.770039
0.509766,-0.243206
0.509805,2.976475
0.509844,-2.804978
0.509883,19.265465
0.509922,-21.850866
0.509961,-6.73842
0.51,9.068507
0.510039,2.298646
0.510078,9.866764
0.510117,-13.911923
0.510156,-8.76819
0.510195,6.551256
0.510234,10.479153
0.510273,1.562703
0.510312,2.55868
0.510352,-6.783661
0.510391,-10.992124
0.51043,14.488386
0.510469,-2.755529
0.510508,6.173037
0.510547,-6.529056
0.510586,-4.969892
0.510625,13.272042
0.510664,-8.971628
0.510703,-1.996437
0.510742,-0.441178
0.510781,2.176392
0.51082,-10.843667
0.510859,6.309976
0.510898,-1.479597
0.510937,-8.821841
0.510977,8.965896
0.511016,-5.957326
0.511055,-2.721327
0.511094,10.316186
0.511133,-8.556438
0.511172,2.185443
0.511211,2.868502
0.51125,5.527885
0.511289,-17.771858
0.511328,4.906259
0.511367,7.319351
0.511406,7.160773
0.511445,2.271325
0.511484,-8.459317
0.511523,-3.674541
0.511562,8.687779
0.511602,-0.961748
0.511641,6.035372
0.51168,-3.772237
0.511719,-12.554281
0.511758,8.822796
0.511797,0.844584
0.511836,2.051369
0.511875,7.599022
0.511914,-7.052183
0.511953,4.969215
0.511992,-1.330239
0.512031,-6.007586
0.51207,2.845588
0.512109,4.206132
