time(s),acceleration(m/s2),,
1.824727,-0.505223,,
1.824766,0.209686,,
1.824805,-0.808902,,
1.824844,-0.219983,,
1.824883,0.534194,,
1.824922,-0.678637,,
1.824961,-0.396463,,
1.825,0.435228,,
1.825039,-0.60845,,
1.825078,0.547531,,
1.825117,-0.312637,,
1.825156,-0.236918,,
1.825195,1.240953,,
1.825234,0.123055,,
1.825273,-0.080063,,
1.825312,-0.3076,,
1.825352,-0.441112,,
1.825391,0.779984,,
1.82543,1.171745,,
1.825469,0.532731,,
1.825508,0.729289,,
1.825547,0.088472,,
1.825586,0.367212,,
1.825625,0.528178,,
1.825664,0.157885,,
1.825703,-0.039356,,
1.825742,0.263652,,
1.825781,0.429322,,
1.82582,0.106459,,
1.825859,1.161449,,
1.825898,1.711916,,
1.825937,-1.785024,,
1.825977,0.868066,,
1.826016,0.122892,,
1.826055,-1.363262,,
1.826094,1.128136,,
1.826133,0.314516,,
1.826172,-1.38438,,
1.826211,-0.835927,,
1.82625,-0.586334,,
1.826289,0.27737,,
1.826328,0.424817,,
1.826367,1.082708,,
1.826406,-0.971724,,
1.826445,-2.507303,,
1.826484,-0.217498,,
1.826523,0.577634,,
1.826562,0.118315,,
1.826602,-0.126375,,
1.826641,0.272104,,
1.82668,0.35223,,
1.826719,0.690776,,
1.826758,-1.686191,,
1.826797,0.440392,,
1.826836,2.36315,,
1.826875,-0.791768,,
1.826914,0.362128,,
1.826953,-1.111916,,
1.826992,-2.965545,,
1.827031,-1.176057,,
1.82707,1.791075,,
1.827109,0.25448,,
1.827148,-0.494975,,
1.827187,-0.137892,,
1.827227,0.314226,,
1.827266,-0.384305,,
1.827305,0.1034,,
1.827344,0.244239,,
1.827383,-0.31124,,
1.827422,0.48018,,
1.827461,0.018152,,
1.8275,-0.221809,,
1.827539,0.711109,,
1.827578,0.981523,,
1.827617,-0.716605,,
1.827656,-1.525709,,
1.827695,1.147018,,
1.827734,1.271037,,
1.827773,-0.868623,,
1.827812,-0.669242,,
1.827852,1.916576,,
1.827891,0.787837,,
1.82793,-1.460547,,
1.827969,-0.429474,,
1.828008,0.821035,,
1.828047,0.079972,,
1.828086,-0.075789,,
1.828125,0.175793,,
1.828164,-0.422563,,
1.828203,-0.619696,,
1.828242,0.244807,,
1.828281,0.113883,,
1.82832,-0.262583,,
1.828359,-1.385596,,
1.828398,-0.809482,,
1.828437,0.132414,,
1.828477,-0.588154,,
1.828516,-1.124848,,
1.828555,-0.193992,,
1.828594,-0.805159,,
1.828633,0.644078,,
1.828672,0.959831,,
1.828711,-0.444274,,
1.82875,0.747191,,
1.828789,0.916476,,
1.828828,-0.372551,,
1.828867,0.027596,,
1.828906,0.233302,,
1.828945,0.013908,,
1.828984,-0.779398,,
1.829023,0.072445,,
1.829062,-0.674435,,
1.829102,-1.071699,,
1.829141,-0.805444,,
1.82918,-0.496329,,
1.829219,-0.356494,,
1.829258,-0.354728,,
1.829297,-0.190691,,
1.829336,-0.212365,,
1.829375,-0.37101,,
1.829414,-0.71542,,
1.829453,0.768472,,
1.829492,1.853813,,
1.829531,1.425268,,
1.82957,-0.232909,,
1.829609,-0.541607,,
1.829648,0.14274,,
1.829687,0.480053,,
1.829727,1.606343,,
1.829766,0.434739,,
1.829805,-0.77418,,
1.829844,-1.500449,,
1.829883,-0.54547,,
1.829922,0.906325,,
1.829961,0.94624,,
1.83,-1.010738,,
1.830039,-0.946978,,
1.830078,-0.667343,,
1.830117,-0.09149,,
1.830156,1.968195,,
1.830195,1.074473,,
1.830234,-0.122548,,
1.830273,-1.052975,,
1.830312,-0.98011,,
1.830352,-0.767675,,
1.830391,-0.286585,,
1.83043,1.484179,,
1.830469,0.61614,,
1.830508,-0.357062,,
1.830547,-1.772932,,
1.830586,-0.241265,,
1.830625,0.539641,,
1.830664,0.086918,,
1.830703,0.212643,,
1.830742,-1.040345,,
1.830781,-2.372262,,
1.83082,-1.386037,,
1.830859,1.060477,,
1.830898,0.519756,,
1.830937,0.95046,,
1.830977,-0.372545,,
1.831016,-0.858369,,
1.831055,-0.751756,,
1.831094,1.567274,,
1.831133,2.182395,,
1.831172,-0.298314,,
1.831211,-1.062884,,
1.83125,-0.78123,,
1.831289,1.959078,,
1.831328,2.354377,,
1.831367,2.779361,,
1.831406,0.323132,,
1.831445,-0.485906,,
1.831484,0.068509,,
1.831523,2.138218,,
1.831562,1.717097,,
1.831602,0.76609,,
1.831641,-0.839663,,
1.83168,-1.250579,,
1.831719,1.259586,,
1.831758,2.75759,,
1.831797,0.691399,,
1.831836,-0.390127,,
1.831875,-1.230277,,
1.831914,0.382659,,
1.831953,1.100833,,
1.831992,-1.210906,,
1.832031,-0.509817,,
1.83207,0.412484,,
1.832109,0.130473,,
1.832148,-1.759661,,
1.832187,0.783321,,
1.832227,0.296239,,
1.832266,0.298688,,
1.832305,-0.502248,,
1.832344,-1.679511,,
1.832383,0.116295,,
1.832422,-0.983519,,
1.832461,-0.77198,,
1.8325,-0.327503,,
1.832539,-0.066091,,
1.832578,-0.157015,,
1.832617,0.817758,,
1.832656,0.105322,,
1.832695,-0.682083,,
1.832734,0.230623,,
1.832773,0.309643,,
1.832812,1.736069,,
1.832852,0.530034,,
1.832891,-0.247166,,
1.83293,1.606808,,
1.832969,0.560191,,
1.833008,1.575418,,
1.833047,2.393028,,
1.833086,0.597132,,
1.833125,0.36616,,
1.833164,-0.117161,,
1.833203,0.144989,,
1.833242,0.612107,,
1.833281,-1.765677,,
1.83332,0.146174,,
1.833359,0.838907,,
1.833398,1.012412,,
1.833437,0.867413,,
1.833477,0.052487,,
1.833516,1.157362,,
1.833555,-0.459328,,
1.833594,0.186041,,
1.833633,-0.451668,,
1.833672,-1.355535,,
1.833711,0.48495,,
1.83375,-0.131139,,
1.833789,0.565197,,
1.833828,1.451906,,
1.833867,0.64114,,
1.833906,0.096144,,
1.833945,-0.037361,,
1.833984,-0.255521,,
1.834023,-1.144896,,
1.834062,-1.837962,,
1.834102,-1.05838,,
1.834141,-1.41036,,
1.83418,-1.456677,,
1.834219,1.370081,,
1.834258,1.10431,,
1.834297,1.622304,,
1.834336,0.3485,,
1.834375,-2.059725,,
1.834414,-0.81022,,
1.834453,-0.036684,,
1.834492,-0.900908,,
1.834531,0.176289,,
1.83457,0.516933,,
1.834609,0.496667,,
1.834648,1.141933,,
1.834687,1.738869,,
1.834727,-0.668776,,
1.834766,0.350417,,
1.834805,0.770171,,
1.834844,0.384679,,
1.834883,2.031532,,
1.834922,-1.165882,,
1.834961,0.084143,,
1.835,-0.348622,,
1.835039,0.468826,,
1.835078,2.835104,,
1.835117,0.710673,,
1.835156,1.694709,,
1.835195,-0.877323,,
1.835234,-2.057996,,
1.835273,-0.336899,,
1.835312,-0.163327,,
1.835352,2.321548,,
1.835391,0.529272,,
1.83543,-1.908505,,
1.835469,0.588812,,
1.835508,0.635771,,
1.835547,0.23199,,
1.835586,0.285992,,
1.835625,-1.634759,,
1.835664,0.002143,,
1.835703,0.097577,,
1.835742,-0.111314,,
1.835781,0.793152,,
1.83582,1.828469,,
1.835859,1.727073,,
1.835898,0.319716,,
1.835937,-0.383235,,
1.835977,0.05811,,
1.836016,0.6599,,
1.836055,1.582389,,
1.836094,1.263679,,
1.836133,0.4357,,
1.836172,1.033325,,
1.836211,0.127758,,
1.83625,0.14936,,
1.836289,0.037989,,
1.836328,1.080513,,
1.836367,1.191624,,
1.836406,0.664676,,
1.836445,0.435912,,
1.836484,-1.448346,,
1.836523,0.752723,,
1.836562,1.087242,,
1.836602,0.837667,,
1.836641,1.14998,,
1.83668,0.247334,,
1.836719,-0.237819,,
1.836758,-1.740351,,
1.836797,-0.187595,,
1.836836,0.434563,,
1.836875,-0.693613,,
1.836914,-0.017591,,
1.836953,-0.850268,,
1.836992,0.005571,,
1.837031,0.549429,,
1.83707,-0.586818,,
1.837109,-0.522943,,
1.837148,-0.35734,,
1.837187,-0.665687,,
1.837227,-0.339922,,
1.837266,-0.891767,,
1.837305,-0.676074,,
1.837344,-0.087548,,
1.837383,-0.414353,,
1.837422,0.934154,,
1.837461,0.08187,,
1.8375,0.41203,,
1.837539,0.536346,,
1.837578,0.900732,,
1.837617,0.850037,,
1.837656,0.145957,,
1.837695,0.279305,,
1.837734,-1.278341,,
1.837773,0.502507,,
1.837812,1.976369,,
1.837852,1.750513,,
1.837891,0.905188,,
1.83793,0.475343,,
1.837969,-0.782741,,
1.838008,0.231929,,
1.838047,1.242676,,
1.838086,0.70094,,
1.838125,0.999335,,
1.838164,0.086544,,
1.838203,0.00207,,
1.838242,0.135068,,
1.838281,-0.143128,,
1.83832,0.363518,,
1.838359,-0.005614,,
1.838398,-0.145583,,
1.838437,-1.526949,,
1.838477,-0.490664,,
1.838516,-0.940678,,
1.838555,-1.13477,,
1.838594,-0.689483,,
1.838633,-0.981585,,
1.838672,0.696611,,
1.838711,0.105491,,
1.83875,-1.117956,,
1.838789,-0.582441,,
1.838828,-0.846991,,
1.838867,-0.657887,,
1.838906,-1.871619,,
1.838945,-1.750538,,
1.838984,-0.698486,,
1.839023,0.09681,,
1.839062,0.142861,,
1.839102,-0.161145,,
1.839141,-0.549878,,
1.83918,-0.713099,,
1.839219,-0.260189,,
1.839258,-0.654647,,
1.839297,-0.732566,,
1.839336,-0.189548,,
1.839375,-0.492018,,
1.839414,-1.109951,,
1.839453,0.066205,,
1.839492,0.22881,,
1.839531,0.454563,,
1.83957,1.52297,,
1.839609,1.193136,,
1.839648,0.981469,,
1.839687,0.22913,,
1.839727,-0.356215,,
1.839766,-0.300756,,
1.839805,1.516724,,
1.839844,0.855636,,
1.839883,0.279353,,
1.839922,0.649144,,
1.839961,1.942579,,
1.84,-0.035263,,
1.840039,0.461492,,
1.840078,1.035405,,
1.840117,-1.063894,,
1.840156,-0.709132,,
1.840195,0.503644,,
1.840234,0.214856,,
1.840273,1.159285,,
1.840312,1.384047,,
1.840352,-0.301833,,
1.840391,-0.036962,,
1.84043,0.982152,,
1.840469,0.710135,,
1.840508,0.390434,,
1.840547,-0.321917,,
1.840586,-0.287522,,
1.840625,-1.802152,,
1.840664,-1.949526,,
1.840703,-0.031992,,
1.840742,0.590396,,
1.840781,-0.151888,,
1.84082,1.409851,,
1.840859,-0.359299,,
1.840898,-1.566217,,
1.840937,0.567513,,
1.840977,-1.228977,,
1.841016,0.548402,,
1.841055,0.613534,,
1.841094,-0.823394,,
1.841133,-0.42503,,
1.841172,-0.727609,,
1.841211,0.793732,,
1.84125,1.227585,,
1.841289,-0.201495,,
1.841328,-0.223351,,
1.841367,0.406656,,
1.841406,-0.376626,,
1.841445,1.2253,,
1.841484,0.741913,,
1.841523,-0.257788,,
1.841562,-1.535558,,
1.841602,-0.578233,,
1.841641,-0.474201,,
1.84168,1.349513,,
1.841719,1.397143,,
1.841758,-0.659943,,
1.841797,0.222189,,
1.841836,-1.072134,,
1.841875,1.28906,,
1.841914,1.026704,,
1.841953,0.248132,,
1.841992,-0.711188,,
1.842031,-0.725432,,
1.84207,-0.100867,,
1.842109,-0.472931,,
1.842148,0.160237,,
1.842187,0.169511,,
1.842227,0.463995,,
1.842266,-1.067751,,
1.842305,-0.766974,,
1.842344,-0.322564,,
1.842383,-0.696515,,
1.842422,0.899904,,
1.842461,0.123339,,
1.8425,-2.10733,,
1.842539,-0.949844,,
1.842578,-0.215322,,
1.842617,2.092457,,
1.842656,1.388473,,
1.842695,0.116084,,
1.842734,-0.481553,,
1.842773,-0.06062,,
1.842812,-0.34121,,
1.842852,-1.221528,,
1.842891,-0.404933,,
1.84293,-0.639097,,
1.842969,-1.189279,,
1.843008,0.168375,,
1.843047,0.800661,,
1.843086,0.009235,,
1.843125,-0.840486,,
1.843164,0.290085,,
1.843203,0.134016,,
1.843242,-1.44045,,
1.843281,-0.625385,,
1.84332,-0.087772,,
1.843359,-0.34176,,
1.843398,-0.953792,,
1.843437,-0.185032,,
1.843477,0.603879,,
1.843516,0.425869,,
1.843555,0.79427,,
1.843594,1.031233,,
1.843633,0.185515,,
1.843672,-1.343341,,
1.843711,-1.205688,,
1.84375,0.072009,,
1.843789,0.262322,,
1.843828,0.526316,,
1.843867,0.612839,,
1.843906,-0.829125,,
1.843945,0.343343,,
1.843984,-0.196308,,
1.844023,-0.124392,,
1.844062,0.03626,,
1.844102,0.198042,,
1.844141,-0.364529,,
1.84418,-0.107469,,
1.844219,-0.840461,,
1.844258,-0.832505,,
1.844297,1.382294,,
1.844336,1.937603,,
1.844375,-0.404704,,
1.844414,0.063932,,
1.844453,1.238166,,
1.844492,1.202973,,
1.844531,-1.074305,,
1.84457,-0.377195,,
1.844609,1.209006,,
1.844648,-0.631624,,
1.844687,-0.250563,,
1.844727,0.571261,,
1.844766,-0.315484,,
1.844805,-0.756587,,
1.844844,-0.309251,,
1.844883,-0.112965,,
1.844922,-0.211235,,
1.844961,0.634737,,
1.845,-0.637398,,
1.845039,-0.134531,,
1.845078,-0.988713,,
1.845117,-0.575681,,
1.845156,1.347784,,
1.845195,1.634389,,
1.845234,-0.290194,,
1.845273,0.193193,,
1.845312,-0.00669,,
1.845352,0.159088,,
1.845391,0.416801,,
1.84543,0.635311,,
1.845469,1.606101,,
1.845508,0.416934,,
1.845547,0.581539,,
1.845586,-0.611818,,
1.845625,-0.136496,,
1.845664,0.512882,,
1.845703,-0.927534,,
1.845742,0.020595,,
1.845781,0.181367,,
1.84582,0.025976,,
1.845859,-0.820589,,
1.845898,-1.068948,,
1.845937,-0.157281,,
1.845977,-0.102856,,
1.846016,-0.324837,,
1.846055,0.483118,,
1.846094,1.395238,,
1.846133,0.891893,,
1.846172,0.429189,,
1.846211,-0.363477,,
1.84625,1.528828,,
1.846289,-0.033467,,
1.846328,-0.085039,,
1.846367,0.758472,,
1.846406,-0.221332,,
1.846445,0.676454,,
1.846484,0.714222,,
1.846523,-0.905757,,
1.846562,0.744645,,
1.846602,0.66776,,
1.846641,0.644834,,
1.84668,1.145917,,
1.846719,0.067154,,
1.846758,-0.786381,,
1.846797,0.131434,,
1.846836,1.786849,,
1.846875,-0.177735,,
1.846914,-1.1507,,
1.846953,2.366783,,
1.846992,0.25543,,
1.847031,-0.384704,,
1.84707,1.754588,,
1.847109,-0.435749,,
1.847148,0.611642,,
1.847187,-0.211386,,
1.847227,-0.780293,,
1.847266,1.553997,,
1.847305,0.110292,,
1.847344,0.202661,,
1.847383,0.461081,,
1.847422,-0.877831,,
1.847461,0.077578,,
1.8475,0.310193,,
1.847539,1.397644,,
1.847578,0.91809,,
1.847617,-0.516432,,
1.847656,-1.846619,,
1.847695,0.15326,,
1.847734,1.587812,,
1.847773,0.863242,,
1.847812,1.19151,,
1.847852,-0.937613,,
1.847891,-0.220443,,
1.84793,0.598196,,
1.847969,0.690541,,
1.848008,1.112689,,
1.848047,-0.180159,,
1.848086,-1.55531,,
1.848125,0.058726,,
1.848164,0.783309,,
1.848203,-0.636963,,
1.848242,0.020117,,
1.848281,-1.664281,,
1.84832,-1.200361,,
1.848359,1.709256,,
1.848398,0.26702,,
1.848437,0.285756,,
1.848477,-0.534303,,
1.848516,-1.648677,,
1.848555,0.288374,,
1.848594,0.88416,,
1.848633,0.26344,,
1.848672,0.786846,,
1.848711,-1.580267,,
1.84875,-1.027134,,
1.848789,-0.128424,,
1.848828,-0.722167,,
1.848867,0.6149,,
1.848906,-0.072022,,
1.848945,-0.712004,,
1.848984,-0.456668,,
1.849023,-0.217589,,
1.849062,-0.699725,,
1.849102,-0.103539,,
1.849141,-0.307824,,
1.84918,-0.269215,,
1.849219,-0.332364,,
1.849258,-1.254049,,
1.849297,0.320205,,
1.849336,0.851899,,
1.849375,0.440446,,
1.849414,0.931355,,
1.849453,-1.464628,,
1.849492,-1.701657,,
1.849531,0.810249,,
1.84957,0.575783,,
1.849609,0.584508,,
1.849648,0.758883,,
1.849687,0.18303,,
1.849727,-0.295914,,
1.849766,-0.434842,,
1.849805,1.272337,,
1.849844,1.286134,,
1.849883,0.812662,,
1.849922,-1.321715,,
1.849961,-0.931712,,
1.85,-0.428186,,
1.850039,0.693334,,
1.850078,1.528665,,
1.850117,0.887359,,
1.850156,-0.219802,,
1.850195,-0.531583,,
1.850234,-0.975472,,
1.850273,-1.352766,,
1.850312,-0.328828,,
1.850352,0.430277,,
1.850391,0.969335,,
1.85043,-0.636987,,
1.850469,-1.776221,,
1.850508,-0.310315,,
1.850547,0.446323,,
1.850586,0.623582,,
1.850625,-1.041052,,
1.850664,-0.977316,,
1.850703,-1.348691,,
1.850742,-1.107666,,
1.850781,-0.739199,,
1.85082,-1.804782,,
1.850859,-1.460625,,
1.850898,0.21595,,
1.850937,0.564187,,
1.850977,0.16991,,
1.851016,0.310574,,
1.851055,-0.648057,,
1.851094,-1.58112,,
1.851133,-1.202949,,
1.851172,-0.549569,,
1.851211,0.525566,,
1.85125,-0.148146,,
1.851289,-0.351046,,
1.851328,0.76606,,
1.851367,0.004477,,
1.851406,-0.194022,,
1.851445,0.439104,,
1.851484,0.20803,,
1.851523,-0.348229,,
1.851562,0.013394,,
1.851602,-0.079041,,
1.851641,-0.603964,,
1.85168,0.402986,,
1.851719,0.483904,,
1.851758,0.277969,,
1.851797,0.342527,,
1.851836,0.962576,,
1.851875,1.125706,,
1.851914,-0.430562,,
1.851953,0.459878,,
1.851992,1.271321,,
1.852031,1.774787,,
1.85207,0.980133,,
1.852109,-1.093125,,
1.852148,-0.616002,,
1.852187,0.666351,,
1.852227,1.220107,,
1.852266,0.891464,,
1.852305,-0.473929,,
1.852344,-0.966657,,
1.852383,-0.805244,,
1.852422,-0.37688,,
1.852461,0.378506,,
1.8525,0.161174,,
1.852539,0.819663,,
1.852578,-0.146913,,
1.852617,-1.126015,,
1.852656,-0.554176,,
1.852695,-0.631098,,
1.852734,0.009954,,
1.852773,0.37489,,
1.852812,0.310997,,
1.852852,-0.142463,,
1.852891,-0.113557,,
1.85293,-0.08276,,
1.852969,-0.126508,,
1.853008,0.690498,,
1.853047,1.536246,,
1.853086,1.161649,,
1.853125,-0.492309,,
1.853164,-0.148612,,
1.853203,-0.571147,,
1.853242,-0.062071,,
1.853281,0.63383,,
1.85332,0.161924,,
1.853359,0.071393,,
1.853398,-0.956567,,
1.853437,0.086102,,
1.853477,0.33928,,
1.853516,0.298259,,
1.853555,0.426704,,
1.853594,-0.545192,,
1.853633,-0.952697,,
1.853672,0.720879,,
1.853711,0.407695,,
1.85375,-1.049498,,
1.853789,-0.528729,,
1.853828,0.542053,,
1.853867,0.196531,,
1.853906,0.175714,,
1.853945,-0.472986,,
1.853984,-1.017824,,
1.854023,0.501135,,
1.854062,-0.286742,,
1.854102,-0.5868,,
1.854141,-0.683347,,
1.85418,-0.787445,,
1.854219,-1.092684,,
1.854258,-2.041521,,
1.854297,-1.070024,,
1.854336,0.041592,,
1.854375,0.261137,,
1.854414,0.300187,,
1.854453,0.326203,,
1.854492,0.001369,,
1.854531,-1.425329,,
1.85457,-1.461339,,
1.854609,-1.588055,,
1.854648,0.398615,,
1.854687,0.162129,,
1.854727,1.382983,,
1.854766,1.669595,,
1.854805,0.527634,,
1.854844,0.707771,,
1.854883,0.583232,,
1.854922,1.481053,,
1.854961,1.476193,,
1.855,1.296273,,
1.855039,0.066102,,
1.855078,-1.043289,,
1.855117,-1.165864,,
1.855156,-0.857988,,
1.855195,2.172402,,
1.855234,0.805219,,
1.855273,0.267787,,
1.855312,0.72288,,
1.855352,-0.910926,,
1.855391,-0.66354,,
1.85543,-1.172169,,
1.855469,-1.019372,,
1.855508,0.320169,,
1.855547,-0.096514,,
1.855586,-1.508672,,
1.855625,0.265901,,
1.855664,-0.923157,,
1.855703,0.158121,,
1.855742,-0.01594,,
1.855781,0.20121,,
1.85582,1.582498,,
1.855859,-0.266446,,
1.855898,-0.105571,,
1.855937,-1.500443,,
1.855977,-0.543457,,
1.856016,0.52423,,
1.856055,1.34672,,
1.856094,1.37701,,
1.856133,0.094663,,
1.856172,-0.450894,,
1.856211,-0.017621,,
1.85625,0.100516,,
1.856289,0.696605,,
1.856328,0.36064,,
1.856367,-0.132771,,
1.856406,1.16648,,
1.856445,-1.233771,,
1.856484,-0.06958,,
1.856523,0.826531,,
1.856562,-0.058473,,
1.856602,0.563667,,
1.856641,-0.28095,,
1.85668,-0.384571,,
1.856719,2.235865,,
1.856758,-0.609665,,
1.856797,-2.042954,,
1.856836,0.082227,,
1.856875,-0.316433,,
1.856914,-0.729048,,
1.856953,1.562449,,
1.856992,-0.478748,,
1.857031,-1.935651,,
1.85707,-0.54524,,
1.857109,-0.310218,,
1.857148,0.918392,,
1.857187,0.490736,,
1.857227,-0.457974,,
1.857266,0.261735,,
1.857305,0.23578,,
1.857344,1.156812,,
1.857383,1.157223,,
1.857422,1.112199,,
1.857461,0.810787,,
1.8575,-0.985418,,
1.857539,0.14699,,
1.857578,0.054113,,
1.857617,0.288398,,
1.857656,-1.627425,,
1.857695,-1.981388,,
1.857734,0.159784,,
1.857773,-1.854292,,
1.857812,-0.525549,,
1.857852,0.071127,,
1.857891,-1.009746,,
1.85793,-0.051968,,
1.857969,-0.082868,,
1.858008,-0.587453,,
1.858047,-0.010826,,
1.858086,0.654271,,
1.858125,0.27416,,
1.858164,-0.906114,,
1.858203,-1.436339,,
1.858242,0.778823,,
1.858281,1.085126,,
1.85832,-0.351209,,
1.858359,0.088013,,
1.858398,1.710453,,
1.858437,-0.171507,,
1.858477,-0.317286,,
1.858516,-1.124667,,
1.858555,-1.011754,,
1.858594,0.620336,,
1.858633,0.240539,,
1.858672,0.214094,,
1.858711,-1.001887,,
1.85875,-1.448515,,
1.858789,-0.283235,,
1.858828,0.807746,,
1.858867,1.424796,,
1.858906,0.326644,,
1.858945,-0.582417,,
1.858984,0.059797,,
1.859023,0.029271,,
1.859062,1.095156,,
1.859102,1.254338,,
1.859141,1.721722,,
1.85918,0.500845,,
1.859219,-0.117366,,
1.859258,0.662288,,
1.859297,-0.061321,,
1.859336,0.481401,,
1.859375,2.218586,,
1.859414,1.605829,,
1.859453,-0.395883,,
1.859492,-0.996814,,
1.859531,0.091586,,
1.85957,-0.43792,,
1.859609,-0.777493,,
1.859648,0.352406,,
1.859687,1.320722,,
1.859727,-0.265309,,
1.859766,0.33746,,
1.859805,1.217658,,
1.859844,0.780697,,
1.859883,0.785594,,
1.859922,1.92978,,
1.859961,1.509735,,
1.86,0.89748,,
1.860039,1.185385,,
1.860078,0.325725,,
1.860117,1.234659,,
1.860156,1.48664,,
1.860195,1.473115,,
1.860234,0.511304,,
1.860273,0.996584,,
1.860312,0.705226,,
1.860352,0.248066,,
1.860391,0.76051,,
1.86043,-0.657017,,
1.860469,-0.852856,,
1.860508,0.269287,,
1.860547,-0.189591,,
1.860586,-0.050602,,
1.860625,-0.502454,,
1.860664,-1.580032,,
1.860703,-0.888762,,
1.860742,-2.716902,,
1.860781,-0.400435,,
1.86082,0.27838,,
1.860859,-2.175661,,
1.860898,0.275581,,
1.860937,-0.290847,,
1.860977,-1.419948,,
1.861016,-1.221661,,
1.861055,-1.349931,,
1.861094,-0.647398,,
1.861133,-0.833883,,
1.861172,-1.408993,,
1.861211,-1.222109,,
1.86125,-1.249376,,
1.861289,-2.324203,,
1.861328,-2.004883,,
1.861367,-0.91511,,
1.861406,-1.151831,,
1.861445,-1.131021,,
1.861484,-0.780958,,
1.861523,-0.20245,,
1.861562,-0.712041,,
1.861602,-0.97338,,
1.861641,0.354606,,
1.86168,1.894248,,
1.861719,0.536606,,
1.861758,-0.399976,,
1.861797,1.36808,,
1.861836,1.02185,,
1.861875,0.322442,,
1.861914,1.299719,,
1.861953,0.565403,,
1.861992,0.292793,,
1.862031,1.973262,,
1.86207,0.921034,,
1.862109,0.811501,,
1.862148,0.251373,,
1.862187,0.032106,,
1.862227,-0.180782,,
1.862266,-0.62663,,
1.862305,-0.216616,,
1.862344,0.473094,,
1.862383,0.67571,,
1.862422,0.259232,,
1.862461,0.72369,,
1.8625,0.384376,,
1.862539,0.269462,,
1.862578,0.087753,,
1.862617,0.110389,,
1.862656,1.171752,,
1.862695,-1.252362,,
1.862734,-0.930745,,
1.862773,-0.603051,,
1.862812,-1.474742,,
1.862852,1.680121,,
1.862891,2.122577,,
1.86293,-3.030714,,
1.862969,0.132589,,
1.863008,0.676919,,
1.863047,-2.068304,,
1.863086,0.483178,,
1.863125,-0.058316,,
1.863164,-0.578118,,
1.863203,0.340405,,
1.863242,-0.060656,,
1.863281,-2.120299,,
1.86332,-0.900932,,
1.863359,-1.742213,,
1.863398,-2.139815,,
1.863437,-1.166341,,
1.863477,-1.595443,,
1.863516,-2.113552,,
1.863555,-1.630624,,
1.863594,-1.454404,,
1.863633,-1.180458,,
1.863672,-2.32118,,
1.863711,-1.512172,,
1.86375,-0.277534,,
1.863789,0.456292,,
1.863828,1.289653,,
1.863867,-1.433624,,
1.863906,-1.233499,,
1.863945,0.070788,,
1.863984,0.774669,,
1.864023,3.87735,,
1.864062,2.600076,,
1.864102,0.884463,,
1.864141,0.152208,,
1.86418,1.067333,,
1.864219,2.128653,,
1.864258,0.880769,,
1.864297,1.460135,,
1.864336,1.615563,,
1.864375,1.383013,,
1.864414,0.369872,,
1.864453,0.565596,,
1.864492,0.690293,,
1.864531,0.47541,,
1.86457,-0.096677,,
1.864609,-0.557435,,
1.864648,0.683685,,
1.864687,0.522132,,
1.864727,1.067635,,
1.864766,1.443152,,
1.864805,1.026378,,
1.864844,0.733152,,
1.864883,-0.251253,,
1.864922,0.531346,,
1.864961,1.683899,,
1.865,0.346045,,
1.865039,0.773829,,
1.865078,0.293096,,
1.865117,1.114914,,
1.865156,1.008706,,
1.865195,1.097877,,
1.865234,-0.20635,,
1.865273,-0.743086,,
1.865312,0.323893,,
1.865352,-0.535458,,
1.865391,0.738352,,
1.86543,-0.282873,,
1.865469,0.114947,,
1.865508,0.593589,,
1.865547,1.46739,,
1.865586,0.391003,,
1.865625,-0.209306,,
1.865664,3.110519,,
1.865703,-0.093624,,
1.865742,-0.283653,,
1.865781,-0.561032,,
1.86582,-0.522435,,
1.865859,1.522014,,
1.865898,1.404392,,
1.865937,-0.434062,,
1.865977,-0.470888,,
1.866016,1.057641,,
1.866055,-1.163475,,
1.866094,-1.477415,,
1.866133,0.429158,,
1.866172,-0.904983,,
1.866211,-0.517339,,
1.86625,1.021989,,
1.866289,-0.030868,,
1.866328,-0.095541,,
1.866367,0.639465,,
1.866406,-1.227616,,
1.866445,0.797632,,
1.866484,1.7022,,
1.866523,2.218042,,
1.866562,0.350302,,
1.866602,-0.000445,,
1.866641,-0.113908,,
1.86668,0.202619,,
1.866719,2.263163,,
1.866758,0.985629,,
1.866797,1.085192,,
1.866836,-0.065208,,
1.866875,0.021707,,
1.866914,-0.474612,,
1.866953,-1.725998,,
1.866992,-0.648172,,
1.867031,-0.362497,,
1.86707,0.389606,,
1.867109,0.428608,,
1.867148,-1.363268,,
1.867187,-1.417391,,
1.867227,-0.801211,,
1.867266,-0.236573,,
1.867305,1.029999,,
1.867344,-0.22849,,
1.867383,-1.082394,,
1.867422,-1.056366,,
1.867461,0.759869,,
1.8675,-0.030058,,
1.867539,1.149593,,
1.867578,0.838852,,
1.867617,-0.13054,,
1.867656,3.228166,,
1.867695,0.090286,,
1.867734,0.478209,,
1.867773,0.629658,,
1.867812,-0.365508,,
1.867852,0.129421,,
1.867891,0.941433,,
1.86793,0.708636,,
1.867969,-0.23118,,
1.868008,-0.182166,,
1.868047,-0.576552,,
1.868086,0.394951,,
1.868125,0.01383,,
1.868164,-1.0785,,
1.868203,-0.421989,,
1.868242,0.392956,,
1.868281,-1.213003,,
1.86832,-1.423836,,
1.868359,0.216724,,
1.868398,0.370846,,
1.868437,0.277497,,
1.868477,0.392557,,
1.868516,0.496014,,
