time(s),acceleration(m/s2),,
0.380547,0.717608,,
0.380586,1.536494,,
0.380625,0.397901,,
0.380664,0.253688,,
0.380703,0.390936,,
0.380742,-0.042071,,
0.380781,-0.106441,,
0.38082,-0.449352,,
0.380859,0.681762,,
0.380898,2.21306,,
0.380937,0.368059,,
0.380977,0.214886,,
0.381016,0.674053,,
0.381055,-1.042854,,
0.381094,-0.855389,,
0.381133,0.562839,,
0.381172,1.559324,,
0.381211,2.807124,,
0.38125,0.788774,,
0.381289,-0.538535,,
0.381328,0.291088,,
0.381367,0.644017,,
0.381406,2.314837,,
0.381445,1.317724,,
0.381484,-0.132644,,
0.381523,-0.607005,,
0.381562,-0.782765,,
0.381602,-0.374885,,
0.381641,0.288204,,
0.38168,0.021405,,
0.381719,0.954244,,
0.381758,1.253516,,
0.381797,0.752432,,
0.381836,0.076906,,
0.381875,-0.526293,,
0.381914,-0.442654,,
0.381953,0.534829,,
0.381992,0.222467,,
0.382031,-0.783177,,
0.38207,0.103297,,
0.382109,-0.462103,,
0.382148,0.425966,,
0.382187,0.039259,,
0.382227,0.083031,,
0.382266,0.699815,,
0.382305,0.159378,,
0.382344,0.207353,,
0.382383,-0.536824,,
0.382422,-0.713504,,
0.382461,-0.624085,,
0.3825,-0.136586,,
0.382539,0.878205,,
0.382578,0.090032,,
0.382617,-0.157481,,
0.382656,0.80063,,
0.382695,0.376408,,
0.382734,-0.662779,,
0.382773,1.085059,,
0.382812,0.993265,,
0.382852,1.350087,,
0.382891,0.244136,,
0.38293,-0.06198,,
0.382969,1.550763,,
0.383008,1.055392,,
0.383047,1.549088,,
0.383086,0.942667,,
0.383125,0.840043,,
0.383164,0.947413,,
0.383203,-0.617084,,
0.383242,1.354658,,
0.383281,-0.080764,,
0.38332,-0.454141,,
0.383359,0.949347,,
0.383398,1.07798,,
0.383437,0.539575,,
0.383477,-0.672398,,
0.383516,0.878707,,
0.383555,0.275677,,
0.383594,-0.979916,,
0.383633,0.486425,,
0.383672,-0.643928,,
0.383711,0.363367,,
0.38375,0.492151,,
0.383789,0.478541,,
0.383828,-1.523642,,
0.383867,-2.278834,,
0.383906,3.227888,,
0.383945,2.952582,,
0.383984,0.690486,,
0.384023,-1.210912,,
0.384062,-2.013268,,
0.384102,1.624795,,
0.384141,1.311375,,
0.38418,0.759162,,
0.384219,2.892395,,
0.384258,0.435833,,
0.384297,-0.48252,,
0.384336,1.101613,,
0.384375,0.813895,,
0.384414,0.321257,,
0.384453,0.712572,,
0.384492,0.00525,,
0.384531,0.277237,,
0.38457,0.114609,,
0.384609,-0.809192,,
0.384648,0.002058,,
0.384687,0.85112,,
0.384727,0.107112,,
0.384766,-0.647362,,
0.384805,-0.431638,,
0.384844,-0.68273,,
0.384883,0.208955,,
0.384922,-0.333906,,
0.384961,0.30315,,
0.385,-1.075054,,
0.385039,-0.683256,,
0.385078,0.339365,,
0.385117,-0.091091,,
0.385156,0.63218,,
0.385195,-0.409661,,
0.385234,-0.782058,,
0.385273,-0.88424,,
0.385312,0.572017,,
0.385352,0.296759,,
0.385391,0.400628,,
0.38543,0.073091,,
0.385469,-0.363053,,
0.385508,0.223894,,
0.385547,1.107732,,
0.385586,1.601119,,
0.385625,0.77077,,
0.385664,-0.905467,,
0.385703,-0.555809,,
0.385742,1.287821,,
0.385781,1.691263,,
0.38582,0.235793,,
0.385859,0.916004,,
0.385898,0.686145,,
0.385937,1.186854,,
0.385977,0.012427,,
0.386016,-0.56885,,
0.386055,1.90524,,
0.386094,-0.013879,,
0.386133,0.018715,,
0.386172,0.805092,,
0.386211,-0.022911,,
0.38625,-0.293646,,
0.386289,0.967957,,
0.386328,0.141144,,
0.386367,-0.171779,,
0.386406,0.218767,,
0.386445,0.039573,,
0.386484,0.363379,,
0.386523,-0.973646,,
0.386562,-0.118908,,
0.386602,-0.260122,,
0.386641,-1.056112,,
0.38668,-0.14051,,
0.386719,0.689954,,
0.386758,-0.027385,,
0.386797,0.405803,,
0.386836,0.326221,,
0.386875,-0.370883,,
0.386914,0.220587,,
0.386953,-0.073908,,
0.386992,-1.191849,,
0.387031,-0.033171,,
0.38707,-0.666001,,
0.387109,-1.554379,,
0.387148,0.701387,,
0.387187,0.442508,,
0.387227,-0.901616,,
0.387266,-0.034888,,
0.387305,0.204965,,
0.387344,-0.077476,,
0.387383,0.45472,,
0.387422,0.575711,,
0.387461,-0.748993,,
0.3875,0.304927,,
0.387539,-0.19979,,
0.387578,-0.65631,,
0.387617,0.201839,,
0.387656,0.952757,,
0.387695,3.187278,,
0.387734,-2.021624,,
0.387773,-1.530552,,
0.387812,0.710286,,
0.387852,0.726574,,
0.387891,0.460984,,
0.38793,0.677675,,
0.387969,-1.488956,,
0.388008,0.43408,,
0.388047,-0.117536,,
0.388086,0.153079,,
0.388125,1.105646,,
0.388164,-1.002522,,
0.388203,2.014682,,
0.388242,0.195678,,
0.388281,0.280115,,
0.38832,1.082695,,
0.388359,-1.203929,,
0.388398,-0.55966,,
0.388437,-1.858427,,
0.388477,0.024918,,
0.388516,0.781247,,
0.388555,-0.755577,,
0.388594,1.012714,,
0.388633,-0.689211,,
0.388672,-0.68371,,
0.388711,-0.492889,,
0.38875,-1.085901,,
0.388789,-0.034157,,
0.388828,0.817728,,
0.388867,-0.847178,,
0.388906,-1.618477,,
0.388945,0.452846,,
0.388984,-1.193874,,
0.389023,1.11486,,
0.389062,0.596587,,
0.389102,-1.299381,,
0.389141,-1.647794,,
0.38918,-1.724015,,
0.389219,-0.160897,,
0.389258,0.625209,,
0.389297,-0.252704,,
0.389336,-1.070357,,
0.389375,-0.018304,,
0.389414,1.344465,,
0.389453,1.075948,,
0.389492,0.685831,,
0.389531,0.497713,,
0.38957,0.146446,,
0.389609,-0.945092,,
0.389648,-0.510954,,
0.389687,0.464992,,
0.389727,-0.255545,,
0.389766,0.049863,,
0.389805,-0.506915,,
0.389844,-0.982619,,
0.389883,0.131543,,
0.389922,0.146344,,
0.389961,0.961409,,
0.39,0.357448,,
0.390039,-0.953919,,
0.390078,0.928513,,
0.390117,-0.36003,,
0.390156,-0.319432,,
0.390195,0.069125,,
0.390234,-0.984541,,
0.390273,-0.622622,,
0.390312,-0.268006,,
0.390352,-0.888157,,
0.390391,-0.538396,,
0.39043,0.803998,,
0.390469,-0.051357,,
0.390508,-0.277655,,
0.390547,-0.554007,,
0.390586,-0.302782,,
0.390625,-0.921156,,
0.390664,-1.366696,,
0.390703,-1.656712,,
0.390742,1.782641,,
0.390781,-0.485453,,
0.39082,-1.644209,,
0.390859,-0.259203,,
0.390898,-0.446934,,
0.390937,-0.443609,,
0.390977,1.674776,,
0.391016,0.418058,,
0.391055,-1.360269,,
0.391094,-0.960745,,
0.391133,-1.372246,,
0.391172,-0.940569,,
0.391211,0.289432,,
0.39125,-0.035475,,
0.391289,0.459309,,
0.391328,-1.669831,,
0.391367,-0.258393,,
0.391406,0.237455,,
0.391445,-1.575485,,
0.391484,0.320024,,
0.391523,0.737995,,
0.391562,-1.188536,,
0.391602,-1.14509,,
0.391641,0.154705,,
0.39168,-0.841804,,
0.391719,-0.719495,,
0.391758,-0.153297,,
0.391797,0.007717,,
0.391836,-0.75172,,
0.391875,-1.190331,,
0.391914,-1.707715,,
0.391953,-1.370402,,
0.391992,-0.692621,,
0.392031,-0.33312,,
0.39207,-0.440344,,
0.392109,0.090546,,
0.392148,1.363068,,
0.392187,-0.924239,,
0.392227,-1.61456,,
0.392266,0.135745,,
0.392305,-0.331893,,
0.392344,0.088109,,
0.392383,1.111045,,
0.392422,-0.727095,,
0.392461,0.530651,,
0.3925,1.315323,,
0.392539,-0.679363,,
0.392578,-0.11158,,
0.392617,-0.263042,,
0.392656,0.510306,,
0.392695,1.07703,,
0.392734,-1.943565,,
0.392773,-0.482677,,
0.392812,1.23923,,
0.392852,-0.083902,,
0.392891,-0.336651,,
0.39293,0.165551,,
0.392969,0.402871,,
0.393008,-1.458509,,
0.393047,-1.281612,,
0.393086,2.369522,,
0.393125,-0.54495,,
0.393164,-4.095511,,
0.393203,-0.239518,,
0.393242,1.564517,,
0.393281,-0.405471,,
0.39332,0.453711,,
0.393359,0.71684,,
0.393398,-1.191081,,
0.393437,0.080425,,
0.393477,-0.796526,,
0.393516,-2.012978,,
0.393555,0.777106,,
0.393594,-0.091732,,
0.393633,-0.965073,,
0.393672,-0.444189,,
0.393711,0.456069,,
0.39375,-0.209355,,
0.393789,-0.784428,,
0.393828,-1.084008,,
0.393867,-0.25849,,
0.393906,0.266947,,
0.393945,0.925436,,
0.393984,-0.064144,,
0.394023,-0.575899,,
0.394062,-0.277057,,
0.394102,-1.22735,,
0.394141,-0.367219,,
0.39418,1.51884,,
0.394219,1.078173,,
0.394258,-2.499413,,
0.394297,-0.939439,,
0.394336,-2.845329,,
0.394375,0.227328,,
0.394414,2.162722,,
0.394453,-0.604629,,
0.394492,0.735492,,
0.394531,-0.776284,,
0.39457,-0.369795,,
0.394609,1.532135,,
0.394648,0.164239,,
0.394687,-0.400635,,
0.394727,-0.134077,,
0.394766,-1.78292,,
0.394805,-0.960823,,
0.394844,-0.311282,,
0.394883,-0.426523,,
0.394922,1.168348,,
0.394961,-0.130728,,
0.395,-1.186637,,
0.395039,0.153744,,
0.395078,-0.811435,,
0.395117,-2.503929,,
0.395156,-1.49077,,
0.395195,-0.77389,,
0.395234,-0.088824,,
0.395273,0.648673,,
0.395312,-0.096417,,
0.395352,-0.142705,,
0.395391,0.211645,,
0.39543,-0.087113,,
0.395469,0.441855,,
0.395508,0.094488,,
0.395547,0.231034,,
0.395586,-0.21135,,
0.395625,-1.235416,,
0.395664,-0.602821,,
0.395703,0.452078,,
0.395742,1.416761,,
0.395781,0.575433,,
0.39582,-0.199204,,
0.395859,-0.25479,,
0.395898,-0.869482,,
0.395937,-0.828503,,
0.395977,-0.397074,,
0.396016,0.372926,,
0.396055,0.121066,,
0.396094,-0.677645,,
0.396133,-0.083679,,
0.396172,-0.230552,,
0.396211,-0.064622,,
0.39625,0.033303,,
0.396289,-0.133321,,
0.396328,0.217552,,
0.396367,-0.360043,,
0.396406,-0.089658,,
0.396445,0.068182,,
0.396484,-0.178273,,
0.396523,1.03168,,
0.396562,-0.432623,,
0.396602,-0.509878,,
0.396641,-0.030765,,
0.39668,0.299438,,
0.396719,0.673787,,
0.396758,0.459781,,
0.396797,0.920599,,
0.396836,0.133847,,
0.396875,-0.417775,,
0.396914,0.100975,,
0.396953,0.53663,,
0.396992,-1.097829,,
0.397031,-1.18596,,
0.39707,-0.385024,,
0.397109,-0.205358,,
0.397148,-1.094782,,
0.397187,-0.891313,,
0.397227,-0.532919,,
0.397266,-0.848085,,
0.397305,0.613921,,
0.397344,-0.395326,,
0.397383,-1.302059,,
0.397422,-0.91514,,
0.397461,-0.077445,,
0.3975,-0.525059,,
0.397539,-0.377086,,
0.397578,-0.935781,,
0.397617,-1.163294,,
0.397656,0.299722,,
0.397695,0.024235,,
0.397734,-0.09051,,
0.397773,0.122347,,
0.397812,0.1582,,
0.397852,1.490527,,
0.397891,0.107166,,
0.39793,-2.256265,,
0.397969,-0.496051,,
0.398008,0.587174,,
0.398047,1.640266,,
0.398086,1.103233,,
0.398125,-0.340859,,
0.398164,-2.238889,,
0.398203,-0.703383,,
0.398242,0.072287,,
0.398281,-0.135571,,
0.39832,1.22637,,
0.398359,-1.159056,,
0.398398,-1.947689,,
0.398437,-1.263747,,
0.398477,-0.576909,,
0.398516,-0.838575,,
0.398555,0.495077,,
0.398594,-1.070629,,
0.398633,-1.102599,,
0.398672,-0.258078,,
0.398711,-0.816103,,
0.39875,-1.18732,,
0.398789,-0.703407,,
0.398828,-0.663256,,
0.398867,-1.76474,,
0.398906,-0.555797,,
0.398945,-0.820552,,
0.398984,1.482099,,
0.399023,2.611539,,
0.399062,-0.214391,,
0.399102,0.396571,,
0.399141,0.568365,,
0.39918,0.527314,,
0.399219,0.423391,,
0.399258,0.253144,,
0.399297,-0.481232,,
0.399336,0.722989,,
0.399375,0.806029,,
0.399414,-0.074785,,
0.399453,0.583716,,
0.399492,1.394234,,
0.399531,-0.492562,,
0.39957,-0.117028,,
0.399609,1.00925,,
0.399648,0.010734,,
0.399687,1.112073,,
0.399727,0.818544,,
0.399766,-0.609297,,
0.399805,-0.443905,,
0.399844,0.783,,
0.399883,-0.157801,,
0.399922,1.879248,,
0.399961,0.711459,,
0.4,-0.782372,,
0.400039,-1.044426,,
0.400078,-1.639239,,
0.400117,-1.418921,,
0.400156,-0.193327,,
0.400195,-1.397234,,
0.400234,-0.537707,,
0.400273,1.200881,,
0.400312,-0.08886,,
0.400352,0.610414,,
0.400391,1.55829,,
0.40043,-0.673812,,
0.400469,0.10872,,
0.400508,0.25474,,
0.400547,1.717647,,
0.400586,1.589868,,
0.400625,0.75944,,
0.400664,-0.851937,,
0.400703,-1.171365,,
0.400742,0.218991,,
0.400781,1.04856,,
0.40082,-0.338713,,
0.400859,1.378388,,
0.400898,-0.086327,,
0.400937,-1.115798,,
0.400977,2.266004,,
0.401016,-0.310097,,
0.401055,0.9972,,
0.401094,0.624634,,
0.401133,-0.949275,,
0.401172,0.827093,,
0.401211,-0.439443,,
0.40125,0.419201,,
0.401289,1.344646,,
0.401328,-1.314272,,
0.401367,1.325559,,
0.401406,1.282464,,
0.401445,-0.45119,,
0.401484,-0.473016,,
0.401523,-1.074008,,
0.401562,-0.774797,,
0.401602,0.05947,,
0.401641,-0.135413,,
0.40168,-0.391663,,
0.401719,-0.399153,,
0.401758,-0.317491,,
0.401797,-0.213387,,
0.401836,0.414533,,
0.401875,1.167991,,
0.401914,-0.662101,,
0.401953,-0.269064,,
0.401992,-0.600288,,
0.402031,-0.576963,,
0.40207,0.801646,,
0.402109,0.064621,,
0.402148,0.865152,,
0.402187,1.776426,,
0.402227,-0.296996,,
0.402266,0.659628,,
0.402305,1.620024,,
0.402344,1.129799,,
0.402383,0.706798,,
0.402422,1.250995,,
0.402461,-0.846435,,
0.4025,-0.121314,,
0.402539,-0.233937,,
0.402578,0.626581,,
0.402617,2.885829,,
0.402656,0.303555,,
0.402695,-0.69056,,
0.402734,-0.88407,,
0.402773,1.210089,,
0.402812,-0.14811,,
0.402852,-1.528774,,
0.402891,-0.037567,,
0.40293,0.424648,,
0.402969,0.523571,,
0.403008,0.478148,,
0.403047,0.192171,,
0.403086,-0.430906,,
0.403125,0.74048,,
0.403164,-0.431862,,
0.403203,0.654942,,
0.403242,1.978467,,
0.403281,-0.142312,,
0.40332,-0.388621,,
0.403359,0.684622,,
0.403398,0.68594,,
0.403437,1.490872,,
0.403477,1.265656,,
0.403516,-0.920479,,
0.403555,-0.419564,,
0.403594,-0.043764,,
0.403633,0.043684,,
0.403672,3.278867,,
0.403711,0.30243,,
0.40375,-0.850467,,
0.403789,0.797765,,
0.403828,0.66207,,
0.403867,0.179584,,
0.403906,0.136428,,
0.403945,0.54215,,
0.403984,-0.35766,,
0.404023,1.09486,,
0.404062,0.868187,,
0.404102,0.303126,,
0.404141,1.624698,,
0.40418,0.663068,,
0.404219,-3.948275,,
0.404258,-7.662928,,
0.404297,-0.778908,,
0.404336,12.96242,,
0.404375,2.673576,,
0.404414,-9.727643,,
0.404453,-3.501665,,
0.404492,-0.741774,,
0.404531,5.284834,,
0.40457,12.710584,,
0.404609,4.074555,,
0.404648,-1.471302,,
0.404687,-2.71409,,
0.404727,2.624115,,
0.404766,12.549866,,
0.404805,-6.906852,,
0.404844,-11.38099,,
0.404883,-0.98179,,
0.404922,-4.671691,,
0.404961,-3.095042,,
0.405,3.656572,,
0.405039,-1.080393,,
0.405078,-3.399653,,
0.405117,-1.187266,,
0.405156,-1.445716,,
0.405195,-2.37286,,
0.405234,3.785573,,
0.405273,1.752127,,
0.405312,-1.278505,,
0.405352,1.52011,,
0.405391,3.652461,,
0.40543,5.916467,,
0.405469,4.885431,,
0.405508,1.378817,,
0.405547,3.008162,,
0.405586,0.371765,,
0.405625,-2.207722,,
0.405664,-0.214693,,
0.405703,-1.700037,,
0.405742,-2.688111,,
0.405781,-1.363365,,
0.40582,-2.881858,,
0.405859,-3.969599,,
0.405898,-1.480673,,
0.405937,-1.380136,,
0.405977,0.141114,,
0.406016,-0.749259,,
0.406055,-1.374308,,
0.406094,0.084022,,
0.406133,-1.728005,,
0.406172,-0.663026,,
0.406211,2.153291,,
0.40625,6.367165,,
0.406289,4.233538,,
0.406328,2.051568,,
0.406367,0.505222,,
0.406406,2.170213,,
0.406445,2.614411,,
0.406484,1.087381,,
0.406523,0.727554,,
0.406562,-0.677313,,
0.406602,-2.133352,,
0.406641,-2.123497,,
0.40668,-1.714783,,
0.406719,0.16647,,
0.406758,0.713727,,
0.406797,-1.655267,,
0.406836,-3.905416,,
0.406875,-1.674251,,
0.406914,3.368836,,
0.406953,1.644456,,
0.406992,-2.934554,,
0.407031,-1.666089,,
0.40707,1.916926,,
0.407109,1.924931,,
0.407148,1.256702,,
0.407187,2.378821,,
0.407227,1.436822,,
0.407266,-0.368706,,
0.407305,-2.463905,,
0.407344,-1.077896,,
0.407383,0.584151,,
0.407422,-0.31182,,
0.407461,0.51654,,
0.4075,-0.783443,,
0.407539,-1.193735,,
0.407578,-0.128642,,
0.407617,-0.621388,,
0.407656,0.568655,,
0.407695,-0.497036,,
0.407734,-0.36468,,
0.407773,1.644819,,
0.407812,-0.348519,,
0.407852,-0.940823,,
0.407891,0.352001,,
0.40793,0.930919,,
0.407969,1.097593,,
0.408008,2.194112,,
0.408047,1.827683,,
0.408086,1.834654,,
0.408125,0.530373,,
0.408164,-1.302465,,
0.408203,-1.046729,,
0.408242,-0.035015,,
0.408281,0.344359,,
0.40832,-0.38526,,
0.408359,-1.019003,,
0.408398,-1.372192,,
0.408437,-1.399664,,
0.408477,-0.242468,,
0.408516,-0.092336,,
0.408555,-0.202142,,
0.408594,-0.39766,,
0.408633,0.190545,,
0.408672,-0.439806,,
0.408711,-0.514171,,
0.40875,-0.493367,,
0.408789,0.666327,,
0.408828,-0.961651,,
0.408867,-0.336826,,
0.408906,1.137937,,
0.408945,0.697191,,
0.408984,0.733539,,
0.409023,0.904686,,
0.409062,-0.233133,,
0.409102,0.391686,,
0.409141,0.455839,,
0.40918,0.577803,,
0.409219,0.463118,,
0.409258,0.609677,,
0.409297,-0.18349,,
0.409336,-0.61975,,
0.409375,0.637149,,
0.409414,1.199889,,
0.409453,1.188541,,
0.409492,-0.926495,,
0.409531,0.508892,,
0.40957,1.594009,,
0.409609,0.68412,,
0.409648,0.618189,,
0.409687,-1.02844,,
0.409727,0.157843,,
0.409766,0.846398,,
0.409805,0.563432,,
0.409844,0.795915,,
0.409883,0.13722,,
0.409922,-0.109229,,
0.409961,-0.023498,,
0.41,0.213949,,
0.410039,0.433415,,
0.410078,-0.000965,,
0.410117,-1.02728,,
0.410156,-0.913133,,
0.410195,-0.982697,,
0.410234,0.165594,,
0.410273,1.055489,,
0.410312,0.273567,,
0.410352,0.91708,,
0.410391,0.961004,,
0.41043,-0.775915,,
0.410469,-1.726917,,
0.410508,-1.543273,,
0.410547,-0.344589,,
0.410586,0.64435,,
0.410625,0.029948,,
0.410664,-0.317721,,
0.410703,-1.262193,,
0.410742,-0.492732,,
0.410781,1.242537,,
0.41082,1.586095,,
0.410859,0.796477,,
0.410898,-2.402594,,
0.410937,-2.062603,,
0.410977,-0.638202,,
0.411016,0.51397,,
0.411055,2.151156,,
0.411094,0.330235,,
0.411133,-0.989892,,
0.411172,-0.322776,,
0.411211,1.10888,,
0.41125,2.080564,,
0.411289,1.240028,,
0.411328,2.329226,,
0.411367,0.679458,,
0.411406,-0.554732,,
0.411445,-0.237831,,
0.411484,0.984299,,
0.411523,1.611596,,
0.411562,1.54222,,
0.411602,-0.8632,,
0.411641,0.801966,,
0.41168,0.682209,,
0.411719,0.522029,,
0.411758,1.573544,,
0.411797,1.867725,,
0.411836,-2.064906,,
0.411875,-2.304052,,
0.411914,3.534324,,
0.411953,1.409609,,
0.411992,0.093315,,
0.412031,1.030967,,
0.41207,-1.370239,,
0.412109,-0.293616,,
0.412148,1.120718,,
0.412187,2.299353,,
0.412227,2.344298,,
0.412266,0.624108,,
0.412305,0.080407,,
0.412344,-0.961549,,
0.412383,0.720184,,
0.412422,0.316282,,
0.412461,-0.308828,,
0.4125,1.477885,,
0.412539,0.531032,,
0.412578,-0.402823,,
0.412617,0.081151,,
0.412656,1.112254,,
0.412695,1.518623,,
0.412734,2.316203,,
0.412773,0.553662,,
0.412812,1.445044,,
0.412852,0.683086,,
0.412891,-0.692119,,
0.41293,1.84518,,
0.412969,0.859396,,
0.413008,1.503798,,
0.413047,1.093892,,
0.413086,-0.662863,,
0.413125,-0.55313,,
0.413164,-0.21378,,
0.413203,0.486951,,
0.413242,1.422281,,
0.413281,-0.577858,,
0.41332,-1.137333,,
0.413359,-0.879125,,
0.413398,-0.416517,,
0.413437,1.297899,,
0.413477,2.539587,,
0.413516,1.445546,,
0.413555,-0.611806,,
0.413594,-0.010566,,
0.413633,0.237105,,
0.413672,1.801698,,
0.413711,1.396731,,
0.41375,-1.282882,,
0.413789,0.947298,,
0.413828,0.751798,,
0.413867,0.522519,,
0.413906,-0.364117,,
0.413945,1.599396,,
0.413984,0.242848,,
0.414023,-0.200927,,
0.414062,2.261863,,
0.414102,1.424851,,
0.414141,-1.337567,,
0.41418,0.102795,,
0.414219,-0.009417,,
0.414258,0.736,,
0.414297,1.873112,,
0.414336,0.93159,,
0.414375,-0.397261,,
0.414414,0.387551,,
0.414453,1.170252,,
0.414492,0.875515,,
0.414531,0.737281,,
0.41457,0.532809,,
0.414609,-0.486202,,
0.414648,-0.136949,,
0.414687,0.187957,,
0.414727,-0.335448,,
0.414766,-0.965333,,
0.414805,1.106577,,
0.414844,1.65419,,
0.414883,-0.053546,,
0.414922,0.115147,,
0.414961,-0.019767,,
0.415,-0.825794,,
0.415039,-0.305146,,
0.415078,1.057799,,
0.415117,0.026623,,
0.415156,-0.691478,,
0.415195,-0.817711,,
0.415234,-1.772714,,
0.415273,-0.538215,,
0.415312,1.064534,,
0.415352,0.577331,,
0.415391,0.688963,,
0.41543,0.497755,,
0.415469,-1.085405,,
0.415508,-0.964995,,
0.415547,0.751562,,
0.415586,-0.846314,,
0.415625,0.753623,,
0.415664,1.626246,,
0.415703,-0.872354,,
0.415742,-1.940766,,
0.415781,-0.232492,,
0.41582,0.014736,,
0.415859,0.993416,,
0.415898,1.269465,,
0.415937,-0.093237,,
0.415977,-0.827408,,
0.416016,0.342122,,
0.416055,-0.469757,,
0.416094,-0.705378,,
0.416133,1.241672,,
0.416172,1.105482,,
0.416211,-1.768736,,
0.41625,-1.689462,,
0.416289,0.919783,,
0.416328,0.275369,,
0.416367,-1.473624,,
0.416406,-0.127209,,
0.416445,-0.712506,,
0.416484,0.424001,,
0.416523,-0.064029,,
0.416562,-0.161586,,
0.416602,-1.598822,,
0.416641,-1.624801,,
0.41668,-0.07042,,
0.416719,-0.153497,,
0.416758,0.293289,,
0.416797,0.293489,,
0.416836,-0.1084,,
0.416875,-0.887861,,
0.416914,1.038621,,
0.416953,1.986738,,
0.416992,-0.090903,,
0.417031,-1.333661,,
0.41707,-0.423452,,
0.417109,4.186495,,
0.417148,-1.5482,,
0.417187,-1.277259,,
0.417227,1.878765,,
0.417266,-0.272171,,
0.417305,0.304982,,
0.417344,2.948622,,
0.417383,2.594641,,
0.417422,-0.4396,,
0.417461,0.621998,,
0.4175,-3.093283,,
0.417539,0.526316,,
0.417578,4.123255,,
0.417617,2.335097,,
0.417656,0.504533,,
0.417695,-0.5244,,
0.417734,-0.723183,,
0.417773,0.201549,,
0.417812,2.095715,,
0.417852,0.472338,,
0.417891,-0.325375,,
0.41793,0.161803,,
0.417969,-0.527701,,
0.418008,-1.110163,,
0.418047,-0.371784,,
0.418086,-0.311434,,
0.418125,0.526002,,
0.418164,-0.364734,,
0.418203,0.470923,,
0.418242,-0.661449,,
0.418281,-1.002751,,
0.41832,0.056296,,
0.418359,-0.40211,,
0.418398,-1.029855,,
0.418437,0.041484,,
0.418477,0.518704,,
0.418516,-0.487931,,
0.418555,0.125636,,
0.418594,0.554683,,
0.418633,1.183783,,
0.418672,1.222211,,
0.418711,0.736786,,
0.41875,-0.018715,,
0.418789,0.471298,,
0.418828,0.37928,,
0.418867,1.019842,,
0.418906,0.483614,,
0.418945,1.543737,,
0.418984,-0.385858,,
0.419023,0.833405,,
0.419062,0.611811,,
0.419102,-1.634795,,
0.419141,0.087868,,
0.41918,0.538341,,
0.419219,-0.207704,,
0.419258,-0.908097,,
0.419297,-1.251135,,
0.419336,-0.419081,,
0.419375,1.796413,,
0.419414,0.295611,,
0.419453,0.409564,,
0.419492,-1.378558,,
0.419531,-1.45947,,
0.41957,-1.19677,,
0.419609,-1.498956,,
0.419648,0.353192,,
0.419687,-1.486749,,
0.419727,-0.991325,,
0.419766,-0.134029,,
0.419805,0.896893,,
0.419844,1.460806,,
0.419883,0.142619,,
0.419922,-1.556852,,
0.419961,-0.62848,,
0.42,0.816078,,
0.420039,-0.848333,,
0.420078,-0.656213,,
0.420117,2.177734,,
0.420156,-0.277843,,
0.420195,1.257609,,
0.420234,0.620348,,
0.420273,-0.176586,,
0.420312,0.809796,,
0.420352,-0.484473,,
0.420391,-0.41561,,
0.42043,-1.056814,,
0.420469,-0.92401,,
0.420508,-0.531178,,
0.420547,0.65071,,
0.420586,1.160688,,
0.420625,0.635166,,
0.420664,-0.563862,,
0.420703,-1.174963,,
0.420742,-0.78409,,
0.420781,-0.057125,,
0.42082,-0.338289,,
0.420859,-0.274312,,
0.420898,0.151483,,
0.420937,0.075304,,
0.420977,0.936869,,
0.421016,0.762529,,
0.421055,0.459261,,
0.421094,-1.119993,,
0.421133,-1.837357,,
0.421172,-0.559394,,
0.421211,-0.944765,,
0.42125,-0.307135,,
0.421289,-1.030188,,
0.421328,-0.41902,,
0.421367,0.1467,,
0.421406,-0.011599,,
0.421445,0.604641,,
0.421484,-0.435217,,
0.421523,-1.177254,,
0.421562,-0.260817,,
0.421602,-0.021581,,
0.421641,1.019987,,
0.42168,0.865249,,
0.421719,1.38282,,
0.421758,1.209424,,
0.421797,-0.116846,,
0.421836,0.531376,,
0.421875,1.157846,,
0.421914,0.332454,,
0.421953,-0.12389,,
0.421992,-2.260026,,
0.422031,-0.307099,,
0.42207,0.623207,,
0.422109,-0.27699,,
0.422148,0.764911,,
0.422187,-0.165407,,
0.422227,-1.850966,,
0.422266,-0.339402,,
0.422305,-0.560833,,
0.422344,-0.866562,,
0.422383,-0.84745,,
0.422422,-1.904817,,
0.422461,-0.376832,,
0.4225,1.035465,,
0.422539,-0.16077,,
0.422578,-0.83155,,
0.422617,-0.088981,,
0.422656,0.748732,,
0.422695,0.206561,,
0.422734,-0.617622,,
0.422773,-1.263729,,
0.422812,-0.72383,,
0.422852,-0.109368,,
0.422891,1.00477,,
0.42293,0.667875,,
0.422969,-0.336137,,
0.423008,-0.750172,,
0.423047,-0.16109,,
0.423086,-1.056294,,
0.423125,0.795951,,
0.423164,1.68243,,
0.423203,0.196797,,
0.423242,-0.301796,,
0.423281,-1.167423,,
0.42332,-1.525431,,
0.423359,-0.467418,,
0.423398,1.341623,,
0.423437,1.131643,,
0.423477,0.46995,,
0.423516,-1.458013,,
0.423555,-0.930902,,
0.423594,0.194946,,
0.423633,0.408548,,
0.423672,-0.012766,,
0.423711,1.327959,,
0.42375,0.945822,,
0.423789,-1.924237,,
0.423828,-3.442258,,
0.423867,0.508456,,
0.423906,1.186195,,
0.423945,1.096347,,
0.423984,0.953392,,
0.424023,0.653135,,
0.424062,-1.309798,,
0.424102,0.085437,,
0.424141,0.691242,,
0.42418,-1.095907,,
0.424219,-1.281727,,
